Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
27.0,male,amsterdam,Data & AI,4.0,1.0,Middle,,"Python, R, SQL, SAP / ABAP, AWS, Kubernetes, Docker",62000.0,62000,40000.0,40000,25,Full-time employee,Unlimited contract,English,1000+,Product,No,,
27.0,male,berlin,Management & Leadership,5.0,3.5,Lead,,"Python, Javascript / Typescript, SQL, AWS, Docker, React, Tailwindcss",90000.0,1000,75000.0,1000,30 in contract (but theoretically unlimited),Full-time employee,Unlimited contract,English,11-50,Startup,No,36.0,0
29.0,male,berlin,Software Development,8.0,4.0,Senior,,,69000.0,74000,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,30.0,
32.0,male,munich,Software Development,10.0,6.0,Senior,,"Javascript / Typescript, Go",88000.0,120000,86000.0,115000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
31.0,male,berlin,Operations & Support,11.0,4.0,Senior,terraform,"PHP, SQL, AWS, Docker",81000.0,0,75000.0,0,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,30.0,0
29.0,male,krakow,Software Development,2.0,,Middle,,"Javascript / Typescript, Angular",18700.0,19200,16000.0,16300,22,Full-time employee,Unlimited contract,Polish,1000+,Product,No,0.0,0
26.0,male,berlin,Other Roles,7.0,2.0,Middle,,"Python, Javascript / Typescript, Google Cloud",60000.0,5000,,48000,27,Full-time employee,Unlimited contract,English,101-1000,Startup,No,0.0,0
29.0,male,berlin,Software Development,5.0,,Middle,,"Javascript / Typescript, SQL, Docker",56000.0,,,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,500
30.0,male,hamburg,Software Development,7.0,1.0,Senior,,Javascript / Typescript,55000.0,,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,20.0,
38.0,male,berlin,Software Development,10.0,4.0,Senior,,"Swift, Objective-C",70000.0,0,70000.0,5000,24,Full-time employee,Unlimited contract,English,1000+,Product,Yes,0.0,0
32.0,male,berlin,Management & Leadership,10.0,4.0,CTO,,"Python, C/C++",200000.0,200000,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,Yes,,
25.0,male,berlin,Software Development,6.0,2.0,Middle,apache,"Python, Java / Scala",100000.0,20000,73000.0,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,400
24.0,male,berlin,Software Development,3.0,0.0,Junior,,"Javascript / Typescript, .NET, Kubernetes, Docker",48000.0,,,,28,Full-time employee,Temporary contract,English,1000+,Game Company,No,,
24.0,male,tallinn,Software Development,3.0,0.0,Junior,,"Python, SQL",30000.0,0,28800.0,0,28,Full-time employee,Unlimited contract,English,11-50,Product,No,,
27.0,male,prague,Software Development,3.0,0.0,Middle,,"Javascript / Typescript, Java / Scala, SQL",21120.0,3520,16560.0,2760,21,Full-time employee,Temporary contract,Czech,11-50,Product,No,,
34.0,female,berlin,Operations & Support,6.0,2.0,Senior,,"Ruby, Java / Scala, AWS, Kubernetes, Docker",67500.0,0,61400.0,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
30.0,male,utrecht,Data & AI,2.0,0.0,Middle,,Google Cloud,48000.0,10000,41000.0,6000,25,Full-time employee,Temporary contract,English,1000+,Product,No,,
27.0,female,munich,Software Development,2.0,2.0,Middle,,Javascript / Typescript,64000.0,0,50000.0,0,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
46.0,male,frankfurt,Software Development,23.0,16.0,Senior,,"C/C++, Javascript / Typescript, .NET, SQL, Azure",90000.0,96000,76000.0,82000,30,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No,40.0,
48.0,male,berlin,senior network&security eng.,,17.0,Senior,computer,SQL,68500.0,0,,0,26,Full-time employee,Unlimited contract,English,1000+,Startup,No,8.0,0
42.0,female,munich,Operations & Support,12.0,12.0,No level ,,,47500.0,47500,39000.0,39000,28,Part-time employee,Unlimited contract,German,51-100,Product,No,10.0,0
40.0,female,berlin,Software Development,8.0,8.0,Senior,,"PHP, Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker, React, Angular2+",57000.0,1500,54000.0,100,26,Full-time employee,Unlimited contract,German,51-100,Product,No,,
23.0,male,stockholm,Software Development,5.0,1.5,Senior,,Javascript / Typescript,45600.0,45600,,,30,Full-time employee,Unlimited contract,English,up to 10,Consulting / Agency,No,,
33.0,male,berlin,Software Development,,10.0,Senior,,"Java / Scala, Google Cloud, Kubernetes, Docker",90000.0,9000,78000.0,0,25,Full-time employee,Unlimited contract,English,1000+,Product,No,8.0,180
30.0,male,moscow,Software Development,2.0,0.0,Junior,,,50000.0,55000,18000.0,18000,30,Self-employed (freelancer),Unlimited contract,English,101-1000,Product,No,,
40.0,male,braunschweig,Other Roles,11.0,11.0,Senior,sap,SAP / ABAP,75000.0,5000,72000.0,4800,30,Full-time employee,Unlimited contract,German,1000+,Financial ,No,,
38.0,male,dresden,Software Development,10.0,10.0,Lead,,"PHP, SQL, Go, AWS, Docker",62000.0,,,,30,Full-time employee,Unlimited contract,German,51-100,Product,No,,
28.0,male,kyiv,Software Development,5.0,0.0,Senior,,"Swift, Google Cloud",45000.0,,30000.0,,20,Full-time employee,Unlimited contract,English,11-50,Product,No,,
38.0,male,berlin,Software Development,16.0,2.0,Senior,,"PHP, SQL, SAP / ABAP, Delphi",83000.0,11000,80000.0,80000,27,Full-time employee,Unlimited contract,English,1000+,Startup,No,0.0,700
32.0,male,hamburg,Software Development,12.0,7.0,Senior,,"Kotlin, PHP, Javascript / Typescript, Java / Scala",66300.0,1000,65000.0,1000,28,Full-time employee,Unlimited contract,German,101-1000,Product,No,,2000
33.0,female,berlin,Software Development,6.0,3.0,Middle,,"SQL, AWS, Kubernetes, Docker",65000.0,,54000.0,,28,Full-time employee,Unlimited contract,English,1000+,Startup,No,30.0,500
34.0,male,berlin,Software Development,13.0,4.0,Lead,,"Python, Kotlin, C/C++, Java / Scala",85000.0,,,,32,Full-time employee,Unlimited contract,English,1000+,Product,No,,600
35.0,female,stuttgart,Management & Leadership,9.0,4.0,Middle,jira,,60000.0,0,60000.0,0,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,No
37.0,male,stuttgart,Software Development,9.0,5.0,Senior,qml,C/C++,60000.0,0,60000.0,0,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,No
40.0,male,stuttgart,Software Development,14.0,14.0,Senior,,C/C++,95000.0,,,,,Full-time employee,Unlimited contract,German,1000+,Product,No,0.0,0
33.0,male,berlin,Management & Leadership,10.0,5.0,Director,,"PHP, Javascript / Typescript, Java / Scala, SQL, AWS, Docker",100000.0,0,84000.0,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,32.0,0
36.0,male,munich,Operations & Support,15.0,6.0,Senior,,"Javascript / Typescript, Java / Scala, AWS, Docker",79300.0,11900,73000.0,6000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,0.0,
31.0,female,berlin,Management & Leadership,,1.0,Senior,,,60000.0,,,,20,Full-time employee,Unlimited contract,English,1000+,Product,No,,
27.0,male,frankfurt,Software Development,5.0,3.0,Middle,,"C/C++, SQL, VBA",48000.0,0,45000.0,0,28,Full-time employee,Unlimited contract,English,up to 10,Consulting / Agency,No,,0
28.0,male,berlin,Software Development,6.0,2.0,Middle,,"Javascript / Typescript, SQL, Go, Docker",60000.0,0,60000.0,0,26,Full-time employee,Unlimited contract,English,101-1000,E-commerce,No,40.0,0
23.0,male,warsaw,Software Development,4.0,0.0,Middle,,"Javascript / Typescript, SQL, Docker",34000.0,,,,28,Full-time employee,Temporary contract,English,up to 10,Product,No,,
31.0,female,berlin,Operations & Support,11.0,1.5,Middle,,"Ruby, SQL",57000.0,bvg only,55000.0,"learning budget, bvg, gym, food",30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,0.0,0
,,berlin,,,,,,,99999999999.0,,,,,,,,,,,,
34.0,male,tallinn,Software Development,12.0,0.0,Middle,,"Javascript / Typescript, SQL, Go, Docker",54000.0,,,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,0.0,
34.0,male,berlin,Software Development,10.0,2.0,Senior,,Python,60000.0,0,55000.0,,28,Full-time employee,Unlimited contract,English,11-50,Product,No,,
29.0,male,tallinn,Software Development,7.0,,Senior,,Kotlin,65000.0,20000,65000.0,12000,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,32.0,
38.0,male,munich,Software Development,15.0,5.0,Senior,,"Javascript / Typescript, .NET, SQL, AWS, Kubernetes, Docker",80000.0,6000,78000.0,5000,30,Full-time employee,Unlimited contract,English,51-100,Corporation,No,,
25.0,female,berlin,Software Development,4.0,1.0,Middle,,NodeJS,60000.0,,,,23,Full-time employee,Unlimited contract,English,11-50,Startup,Yes,,
28.0,male,berlin,Software Development,6.0,1.0,Senior,,"Javascript / Typescript, Docker",66000.0,0,,0,24,Full-time employee,Unlimited contract,English,,,No,,
23.0,male,berlin,Software Development,3.0,3.0,Middle,,AWS,60000.0,6000,52000.0,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
30.0,male,munich,Software Development,10.0,4.0,Senior,,"Python, Javascript / Typescript, Azure",75000.0,5000,75000.0,7000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
32.0,male,berlin,Management & Leadership,10.0,5.0,Middle,,"Javascript / Typescript, Ruby, Kubernetes, Docker",85000.0,,78000.0,,24,Full-time employee,Unlimited contract,English,101-1000,Product,No,,700
28.0,male,berlin,Software Development,2.0,2.0,Junior,,"Javascript / Typescript, Google Cloud",47000.0,,46000.0,,26,Full-time employee,Unlimited contract,German,1000+,Publishing and Technology,No,,
31.0,male,berlin,Data & AI,4.0,4.0,Junior,,"Python, Java / Scala, AWS",62000.0,8000,50000.0,0,30,Full-time employee,Unlimited contract,German,1000+,Product,No,0.0,0
29.0,male,berlin,Other Roles,6.0,2.0,Middle,,,56000.0,,54000.0,,28,Full-time employee,Unlimited contract,English,11-50,Startup,No,15.0,
40.0,female,berlin,Software Development,,,Junior,,Ruby,50000.0,,40000.0,5000,30,Full-time employee,Unlimited contract,English,51-100,Startup,No,,1200
42.0,male,berlin,Software Development,17.0,9.0,Senior,,"Ruby, AWS, Kubernetes, Docker",75000.0,8000,73000.0,3000,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
40.0,male,berlin,Management & Leadership,13.0,9.0,Head,,SQL,90000.0,10000,75000.0,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,300
27.0,male,berlin,Software Development,6.0,3.0,Middle,,"C/C++, Kubernetes, Docker",82000.0,12000,94000.0,92000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,1300
29.0,male,munich,Software Development,8.0,6.0,Middle,,"Javascript / Typescript, SQL",75000.0,,66000.0,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,0
37.0,male,malta,Software Development,18.0,,Head,,"Google Cloud, Kubernetes, Docker, Shell",156000.0,0,156000.0,0,0,Self-employed (freelancer),Unlimited contract,English,11-50,Startup,No,,
23.0,male,berlin,Software Development,5.0,0.0,Middle,,"Python, C/C++, Javascript / Typescript, SQL, Docker",53000.0,0,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
35.0,male,munich,Software Development,14.0,2.5,Senior,,"Kotlin, Java / Scala, SQL, Kubernetes, Docker",77000.0,0,69300.0,0,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
39.0,male,berlin,Management & Leadership,11.0,9.0,Head,,"Python, Kotlin, Java / Scala, AWS",180000.0,150000,130000.0,120000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,0
33.0,male,lubeck,Software Development,10.0,1.0,Middle,,"Javascript / Typescript, .NET",55000.0,0,,,27,Full-time employee,Unlimited contract,German,101-1000,Product,No,,
31.0,male,berlin,Software Development,10.0,4.0,Lead,,"AWS, Docker",82000.0,,,,26,Full-time employee,Unlimited contract,English,101-1000,Startup,,,
38.0,male,berlin,Data & AI,15.0,2.0,Head,,"Python, SQL, SAP / ABAP, AWS",100000.0,120000,80000.0,,27,Full-time employee,Unlimited contract,English,101-1000,Startup,No,25.0,
31.0,male,hamburg,Data & AI,3.0,3.0,Lead,,"Kubernetes, Docker",70000.0,0,65000.0,0,30,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
24.0,male,cologne,Data & AI,1.0,1.0,,,"SQL, Google Cloud, Kubernetes, Docker",57600.0,7000,48000.0,7000,27,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No,0.0,0
26.0,female,berlin,Data & AI,2.0,1.0,Junior,,"R, SQL, AWS, Docker",47000.0,0,,,25,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No,40.0,0
30.0,male,berlin,Software Development,10.0,4.0,Senior,,"PHP, Java / Scala",70000.0,0,70000.0,,27,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
33.0,male,munich,Software Development,9.0,9.0,Lead,,"Python, Kotlin, Javascript / Typescript, SQL, AWS, Docker",100000.0,0,100000.0,0,29,Full-time employee,Unlimited contract,German,51-100,Product,No,0.0,No
33.0,male,munich,Software Development,11.0,1.0,Senior,,"Python, Javascript / Typescript, SQL, AWS",65000.0,,,,28,Full-time employee,Unlimited contract,English,51-100,Startup,No,32.0,
31.0,male,berlin,Software Development,10.0,3.0,Senior,,Swift,80000.0,13500,64000.0,64000,27,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,1750
33.0,male,nuremberg,Data & AI,2.0,2.0,Middle,,"R, SQL, AWS, Kubernetes, Docker",54000.0,0,54000.0,0,30,Full-time employee,Unlimited contract,English,1000+,Market Research ,No,,
43.0,male,munich,Other Roles,21.0,3.0,Senior,,"Javascript / Typescript, .NET, Java / Scala, Docker",72000.0,0,63000.0,1000,28,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No,0.0,0
36.0,male,berlin,Software Development,14.0,5.0,Senior,,Javascript / Typescript,78000.0,,70000.0,,24,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
33.0,male,nuremberg,Software Development,9.0,9.0,Senior,,"Python, Java / Scala, SQL, Azure, Docker",60000.0,25000,60000.0,17000,30,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No,,
36.0,female,berlin,Operations & Support,1.0,3.0,Middle,,"Kubernetes, Docker",60000.0,5000,58000.0,,26,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,
27.0,female,munich,Software Development,1.0,1.0,Junior,,"Kotlin, Java / Scala",50000.0,0,50000.0,50000,27,Full-time employee,Unlimited contract,English,11-50,Startup,No,32.0,0
33.0,male,berlin,Software Development,12.0,5.0,Lead,,"Go, AWS, Docker",120000.0,50000,104000.0,10000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,0.0,0
33.0,male,berlin,Data & AI,2.0,2.0,Middle,,Python,62000.0,,50000.0,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
40.0,male,berlin,Operations & Support,11.0,11.0,Senior,,"Python, Java / Scala",60000.0,1000,60000.0,1000,28,Full-time employee,Unlimited contract,German,101-1000,Product,No,,
24.0,female,berlin,Software Development,2.0,2.0,Middle,,"Python, Javascript / Typescript, Java / Scala, SQL",58000.0,,,,30,Full-time employee,Unlimited contract,German,11-50,Consulting / Agency,No,,
40.0,male,bodensee,Management & Leadership,17.0,9.0,Lead,linux,C/C++,81000.0,7000,81000.0,5500,30,Full-time employee,Unlimited contract,German,11-50,Product,No,0.0,1500
37.0,male,munich,Operations & Support,13.0,2.0,Lead,,"Ruby, SQL, Go, AWS, Kubernetes, Docker",70000.0,,60000.0,,25,Full-time employee,Unlimited contract,English,11-50,Product,No,,
35.0,male,frankfurt,Software Development,6.0,0.5,Senior,,,80000.0,0,,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,0.0,no
39.0,male,berlin,Data & AI,7.0,4.0,Senior,several,"Python, SQL, AWS, Docker, unix shell scripts",70000.0,70000,65000.0,65000,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,32.0,200
25.0,male,berlin,Software Development,6.0,2.0,Middle,,"Python, Java / Scala, Go, AWS, Kubernetes, Docker",63700.0,1600,60000.0,600,29,Full-time employee,Unlimited contract,English,1000+,e-commerce,No,,580
27.0,male,berlin,Software Development,4.0,1.0,Middle,,"Javascript / Typescript, .NET, Azure, Docker",65000.0,,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
30.0,male,berlin,Management & Leadership,3.0,3.0,Junior,,,30000.0,,,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,
28.0,male,berlin,Data & AI,4.0,4.0,Middle,,"Java / Scala, R, SQL, Docker, Julia ",70000.0,5500,70000.0,5500,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,250
36.0,female,munich,Software Development,10.0,3.0,Middle,,Javascript / Typescript,48000.0,0,40000.0,0,30,Part-time employee,Unlimited contract,German,101-1000,Product,No,,
29.0,female,berlin,Software Development,9.0,4.0,Lead,,"Javascript / Typescript, SQL, Docker",66000.0,0,60000.0,0,25,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
37.0,male,berlin,Data & AI,3.0,1.0,,,SQL,67000.0,0,,,21,Full-time employee,Unlimited contract,English,1000+,Product,No,,
34.0,male,berlin,Software Development,10.0,0.5,Senior,,"Kotlin, Java / Scala",70000.0,,,,28,Full-time employee,Unlimited contract,English,51-100,Product,No,,
28.0,female,berlin,Data & AI,4.0,4.0,Middle,,"Python, SQL, Docker",65000.0,4000,56000.0,56000,27,Full-time employee,Unlimited contract,English,101-1000,,No,,1000
39.0,male,munich,Software Development,20.0,12.0,Lead,embedded,"C/C++, Clojure, Assembly",122000.0,45000,118000.0,46000,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,200
,male,berlin,Software Development,15.0,,Senior,,,150000.0,150000,,,,Full-time employee,,English,,,No,,
,male,leipzig,Software Development,,6.0,Middle,,PHP,40800.0,3400,,,28,Full-time employee,Unlimited contract,German,101-1000,Product,No,30.0,
32.0,male,berlin,Software Development,6.0,0.0,Middle,,"Python, PHP, Javascript / Typescript, SQL, AWS, Kubernetes, Docker",58000.0,,,,30,Full-time employee,Temporary contract,German,1000+,Product,Yes,,
37.0,male,berlin,Operations & Support,6.0,6.0,Middle,,"AWS, Docker",69200.0,0,67100.0,0,28,Full-time employee,Unlimited contract,English,101-1000,SaaS,No,,
32.0,male,munich,Software Development,7.0,1.0,Senior,,"Python, Javascript / Typescript, SQL, Docker",72000.0,0,65000.0,0,29,Full-time employee,Unlimited contract,English,11-50,Startup,No,0.0,1500
28.0,male,berlin,Management & Leadership,4.0,2.0,Key,,,57000.0,,45000.0,,Unlimited ,Full-time employee,Unlimited contract,English,101-1000,Product,No,,500
35.0,male,munich,Software Development,16.0,8.0,Lead,,"Javascript / Typescript, SQL, AWS, Kubernetes, Docker",84000.0,,79000.0,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,36.0,
